School Improvement 2010 Grants,U.S. Department of Education,http://catalog.data.gov/dataset/school-improvement-2010-grants,Since President Obama took office  Congress has appropriated more than $4 billion to help turn around the nation's lowest-performing schools. States were awarded nearly $3.5 billion in School Improvement Grant funds in 2010 to turn around their persistently lowest achieving schools. School districts then applied to state for the funds this spring. When school districts applied  they were required to indicate that they would implement one of the following four models in their persistently lowest achieving schools: Turnaround Model: Replace the principal  screen existing school staff  and rehire no more than half the teachers; adopt a new governance structure; and improve the school through curriculum reform  professional development  extending learning time  and other strategies. Restart Model: Convert a school or close it and re-open it as a charter school or under an education management organization. School Closure: Close the school and send the students to higher-achieving schools in the district. Transformation Model: Replace the principal and improve the school through comprehensive curriculum reform  professional development  extending learning time  and other strategies.,774,School;Improvement;Grants;Interactive
Economic Census of Island Areas,US Census Bureau  Department of Commerce,http://catalog.data.gov/dataset/economic-census-of-island-areas,The Economic Census of Island Areas (IA) provides periodic and comprehensive data for economic activity and structure for Puerto Rico  Guam  U.S. Virgin Islands  the Northern Mariana Islands (NMI) and American Samoa.,536,NAICS;accommodation;administrative;american samoa;annual;areas;art;assets;business;business done;capital;census;citizenship;class;companies;concentration;construction;cost;county;customer;depreciation;destination;district;e-commerce;economic;education;employment;enterprise;entertainment;establishment;estate;ethnicity;expenditures;expenses;finance;floor space;food;franchise;gender;geography;guam;guestrooms;health;hours;ia;information;insurance;inventory;island;leasing;legal;location;mall;management;manufacturing;materials;mining;municipality;municipios;nonemployer;northern mariana;organization;ownership;payments;payroll;place;product lines;products;professional;puerto rico;receipts;recreation;remediation;rental;retail;revenue;sales;scientific;shipments;shipped;size;space;storage;technical;tourist incentive act;town;transportation;utilities;value;virgin islands;warehousing;waste;wholesale;workers
New York City Population By Census Tracts,data.cityofnewyork.us,http://catalog.data.gov/dataset/new-york-city-population-by-census-tracts-af944,Population Numbers in New York City by Census Tracts,222,dcp;city;planning;population;growth;census;tract
The Pedestrian Crash Data Study (PCDS),National Highway Traffic Safety Administration,http://catalog.data.gov/dataset/the-pedestrian-crash-data-study-pcds-sas-file-b3a5b,The Pedestrian Crash Data Study (PCDS) collected detailed data on motor vehicle vs pedestrian crashes.,104,Motor vehicle;vehicle;crash;pedestrian;injury
National Teacher and Principal Survey; 2015-16,National Center for Education Statistics,http://catalog.data.gov/dataset/national-teacher-and-principal-survey-2015-16,The 2015-16 National Teacher and Principal Survey (NTPS) is a redesign of the Schools and Staffing Survey (SASS); SASS program data is available since 1987-88 at <https://nces.ed.gov/surveys/sass/dataproducts.asp>. NTPS <https://nces.ed.gov/surveys/ntps/> will replace SASS as one of the key sources of nationally representative data on a range of important education topics including out-of-field teaching  school decision making  professional development  teacher and principal evaluation  and career paths of educators and administrators. The repeated cross-sectional design of NTPS allows tracking of trends on these topics over time. The survey is conducted through a combination of online and paper questionnaires. The sample includes teachers  principals  and schools  and is nationally representative.,-1,Teacher characteristics;Principal characteristics;School characteristics;Teacher training opportunities;Retention;Retirement;Hiring
State Drug Utilization Data 2016,Centers for Medicare &amp; Medicaid Services,http://catalog.data.gov/dataset/state-drug-utilization-data-2016,<p>Drug utilization data are reported by states for covered outpatient drugs that are paid for by state Medicaid agencies since the start of the Medicaid Drug Rebate Program. The data includes state  drug name  National Drug Code  number of prescriptions and dollars reimbursed.</p> ,306,drug utilization;medicaid reimbursements;pharmacy
Arrest Data from 2010 to Present,data.lacity.org,http://catalog.data.gov/dataset/arrest-data-from-2010-to-present,This dataset reflects arrest incidents in the City of Los Angeles dating back to 2010. This data is transcribed from original arrest reports that are typed on paper and therefore there may be some inaccuracies within the data. Some location fields with missing data are noted as (0.0000°  0.0000°). Address fields are only provided to the nearest hundred block in order to maintain privacy. This data is as accurate as the data in the database. Please note questions or concerns in the comments.,33,lapd;arrest;arrest data;police;safe city;arrests
Restaurants,data.baltimorecity.gov,http://catalog.data.gov/dataset/restaurants-15baa,This dataset contains a list of restaurants within Baltimore City. The accuracy and completeness of this list is unknown.,375,food;restaurant
Purchase Card (PCard) Fiscal Year 2014,Office of Management and Enterprise Services,http://catalog.data.gov/dataset/purchase-card-pcard-fiscal-year-2014,<p>This dataset contains information on purchases made through the purchase card programs administered by the state and higher ed institutions. The purchase card information will be updated monthly after the end of the month. For example  July information will be added in August.</p>,280,2014;credit card;pcard;purchase card
Geography Lookup API - by Geography ID,National Telecommunication and Information Administration  Department of Commerce,http://catalog.data.gov/dataset/geography-lookup-api-by-geography-id,This API returns a geography of a specified geography type by the geography id.,496,ARRA;Broadband;Broadband Data Improvement Act;Community Anchor Institutions;FCC;NSGIC;NTIA;National Broadband Map;State Broadband Data and Development grant Program;State Broadband Initiative;gov20;opengov
Hate Crime Data,City of Bloomington,http://catalog.data.gov/dataset/hate-crime-data,"This set of raw data contains information from Bloomington Police Department Hate Crime data.      # Key code for Race:   - A- Asian/Pacific Island  Non-Hispanic     - B- African American  Non-Hispanic     - I- Indian/Alaskan Native  Non-Hispanic    - K- African American  Hispanic     - L- Caucasian  Hispanic    - N- Indian/Alaskan Native  Hispanic     - P- Asian/Pacific Island  Hispanic     - U- Unknown     - W- Caucasian  Non-Hispanic    # Key Code for Reading Districts:      Example: LB519         - ‘L’ for Law call or incident     - ‘B’ stands for Bloomington     - 5 is the district or beat where incident occurred     - All numbers following represents a grid sector.    A map of the five districts can be located on [Raidsonline.com](http://raidsonline.com/?address=Bloomington IN ""Raids Online"")  under the tab labeled ‘Agency Layers’.     Disclaimer:   The Bloomington Police Department takes great effort in making Hate Crime  data as accurate as possible  but there is no avoiding the introduction of errors in this process  which relies on data provided that cannot always be verified. Information contained in this dataset may change over a period of time. The Bloomington Police Department is not responsible for any error or omission from this data  or for the use or interpretation of the results of any research conducted.",126,crime;hate;police;public safety
MVA Vehicle Sales Counts by Month for CY 2002 - 2017 Up to August,data.maryland.gov,http://catalog.data.gov/dataset/mva-vehicle-sales-counts-by-month-for-cy-2002-2015,The number of new and used vehicles and the sales dollars respectively sold by month.    Data as of August 2017,205,mva;vehicle;car;auto;trucks;sales;new;used;preowned;maryland mva
Food Security in the United States,Economic Research Service  Department of Agriculture,http://catalog.data.gov/dataset/food-security-in-the-united-states,This data section provides information about publicly available national surveys that include questions from the U.S. Food Security Survey Module. Information on each survey and directions for accessing data files are available in the documentation.,61,CPS;Current Population Survey;ECLS;ECLS-K;Food security;PSID;Panel Study of Income Dynamics;SIPP;SPD;food assistance and nutrition programs;food insecurity;food security data;hunger
Medicare Part D Opioid Drug Mapping Tool,Centers for Medicare &amp; Medicaid Services,http://catalog.data.gov/dataset/medicare-part-d-opioid-drug-mapping-tool,<p>The opioid prescribing rate interactive mapping tool shows geographic comparisons  at the state  county  and ZIP code levels  of de-identified Medicare Part D opioid prescription claims prescriptions written and then submitted to be filled within the United States. This mapping tool allows the user to see both the number and percentage of opioid claims at the local level and better understand how this critical issue impacts communities nationwide. The data used in this mapping tool is from calendar years 2013 and 2014 Medicare Part D prescription drug claims prescribed by health care providers and does not contain beneficiary information. By openly sharing data in a secure  broad  and interactive way  CMS and the U.S. Department of Health and Human Services (HHS) believe that this level of transparency will inform community awareness among providers and local public health officials.</p> ,157,Interactive Tools;Pain Management;Prescription Drug Plans;Publically Available Data File - for download
Traffic Tickets Issued: Four Year Window,State of New York,http://catalog.data.gov/dataset/traffic-tickets-issued-beginning-2008,Data extracted from records of tickets on file with NYS DMV. The tickets were issued to motorists for violations of:  NYS Vehicle & Traffic Law (VTL)  Thruway Rules and Regulations  Tax Law  Transportation Law  Parks and Recreation Regulations  Local New York City Traffic Ordinances  and NYS Penal Law pertaining to the involvement of a motor vehicle in acts of assault  homicide  manslaughter and criminal negligence resulting in injury or death.,626,nysdmv;tickets;violations;traffic;enforcement;law;vehicle;driver
Foods and Physical Activity in Public Elementary Schools; 2005,National Center for Education Statistics,http://catalog.data.gov/dataset/foods-and-physical-activity-in-public-elementary-schools-2005,The Foods and Physical Activity in Public Elementary Schools  2005 (FRSS 87)  is a study that is part of the Fast Response Survey System (FRSS) program; program data is available since 1998-99 at <https://nces.ed.gov/surveys/frss/downloads.asp>. FRSS 87 (https://nces.ed.gov/surveys/frss/) is a sample survey that was designed to obtain current national information on availability of foods and opportunities for exercise in public elementary schools. Questionnaires were mailed to the principals of each sampled school.  Respondents had the option of completing paper-and-pencil or web-based questionnaires. The study's weighted response rate was 91 percent. Key statistics produced from the study were  types of food sold at one or more locations in their schools and in their cafeterias or lunchrooms; the types of food sold at vending machines and school stores or snack bars  and times when foods were available at those locations; food service operations and contracts with companies to sell foods at schools; scheduled recess  including the days per week  times per day  and minutes per day of recess; scheduled physical education  including the days per week  class length  and average minutes per week of physical education; activities to encourage physical activity among elementary students; and the physical assessment of students.,59,Elementary schools;Physical education;Nutrition;Fast Response Survey System;FRSS
2016 Election Results - Voter Turnout,Fairfax County GIS,http://catalog.data.gov/dataset/2016-election-results-voter-turnout-47c1f,This data contains polygon features representing the voter turnout by precinct within Fairfax County for the November 2016 general election.,49,FFXElection;Fairfax County;Virginia;VA;voting;2016 Election Results  Voter Turnout
Current Employment Statistics - Employment; Hours; and Earnings - National,U.S. Department of Labor  Bureau of Labor Statistics,http://catalog.data.gov/dataset/current-employment-statistics-employment-hours-and-earnings-national,The Current Employment Statistics Program provides   employment  paid hours  and earnings information on a national basis in considerable industrial detail. The Bureau of Labor Statistics collects data each month from a sample of establishments in all nonfarm activities including government. The data include series for total employment; number of women employees; number of production or nonsupervisory employees; and for both all employees and for   production and nonsupervisory employees  average hourly earnings  average weekly hours  average weekly earnings  and average weekly overtime hours. Overtime hoursare produced for manufacturing industries only.,300,Jobs;Skills;earnings;employment;hours;industry;pay
Annual Survey of Manufactures,US Census Bureau  Department of Commerce,http://catalog.data.gov/dataset/annual-survey-of-manufactures,The Annual Survey of Manufactures (ASM) provides key intercensal measures of manufacturing activity  products  and location for the public and private sectors. The ASM provides the best current measure of current U.S. manufacturing industry outputs  inputs  and operating status  and is the primary basis for updates of the Longitudinal Research Database (LRD). Some of the many uses of this data by federal  state  and local governments are measuring productivity  updating producer price indexes  evaluating and forecasting future industrial activity  benchmarking current data on manufacturing shipments and inventories  economic policymaking and forecasting  and preparing annual updates of the GNP and GNP weight deflators.,279,ASM;added;annual;business;capital;consumption;cost;electricity;employment;energy;establishment;expenditures;expenses;fuel;hours;input;inventories;inventory;labor;manufactures;manufacturing;material;nation;operating;output;payroll;production;products;profits;revenue;shipments;spending;states;statistics;u s;united;value
50th Percentile Rent Estimates,US Department of Housing and Urban Development,http://catalog.data.gov/dataset/50th-percentile-rent-estimates,Rent estimates at the 50th percentile (or median) are calculated for all Fair Market Rent areas. Fair Market Rents (FMRs) are primarily used to determine payment standard amounts for the Housing Choice Voucher program  to determine initial renewal rents for some expiring project-based Section 8 contracts  to determine initial rents for housing assistance payment (HAP) contracts in the Moderate Rehabilitation Single Room Occupancy program (Mod Rehab)  and to serve as a rent ceiling in the HOME rental assistance program. FMRs are gross rent estimates. They include the shelter rent plus the cost of all tenant-paid utilities  except telephones  cable or satellite television service  and internet service. The U.S. Department of Housing and Urban Development (HUD) annually estimates FMRs for 530 metropolitan areas and 2 045 nonmetropolitan county FMR areas. Under certain conditions  as set forth in the Interim Rule (Federal Register Vol. 65  No. 191  Monday October 2  2000  pages 58870-58875)  these 50th percentile rents can be used to set success rate payment standards.,564,HUD;fmr;housing assistance;rents;section 8 contracts
Air Force listing of Officer Specialty Codes (AFSCs),Office of the Secretary of Defense,http://catalog.data.gov/dataset/air-force-listing-of-officer-specialty-codes-afscs,U.S. Air Force listing of Officer Speciality Codes (AFSCs). ,117,usaf;air-force;afsc;mos;officer
Study of Womens Health Across the Nation (SWAN) Data: Investigator Access,Department of Health &amp; Human Services,http://catalog.data.gov/dataset/study-of-womens-health-across-the-nation-swan-data-investigator-access,<p>The SWAN Coordinating Center provides SWAN data access to SWAN Investigators through the study website.  The SWAN website provides access to longitudinal data describing the physical  biological  psychological  and social changes that occur during the menopausal transition. Data collected from 3 302 SWAN participants from Baseline through the 13th Follow-Up visit are currently available.</p> ,-1,bone loss;cardiovascular disease;chronic diseases;cognitive function;depression;diabetes;menopause;midlife;osteoporosis;physcial function;sexual function;SWAN;urogenital symptoms;vasomotor symptoms;Women s health
Social Media Channels and Statistics at the National Archives,National Archives and Records Administration,http://catalog.data.gov/dataset/social-media-channels-and-statistics-at-the-national-archives,More than 100 social media channels and statistics for the National Archives and Records Administration.,203,Blogs;Facebook;Flicker;Foursquare;Github;Google;Historypin;Instagram;Mobile Apps;NARA;National Archives;Pinterest;Terms of Service Agreements;Tumblr;Twitter;YouTube;social media;web2 0
NNDSS - Table I. infrequently reported notifiable diseases,Centers for Disease Control and Prevention,http://catalog.data.gov/dataset/nndss-table-i-infrequently-reported-notifiable-diseases,"<p>NNDSS - Table I. infrequently reported notifiable diseases - 2016.  In this Table  provisional* cases of selectedâ  infrequently reported notifiable diseases (&lt;1 000 cases reported during the preceding year) are displayed.<br /> Note:</p> <p>These are provisional cases of selected national notifiable diseases  from the National Notifiable Diseases Surveillance System (NNDSS). NNDSS data reported by the 50 states  New York City  the District of Columbia  and the U.S. territories are collated and published weekly as numbered tables printed in the back of the Morbidity and Mortality Weekly Report (MMWR). Cases reported by state health departments to CDC for weekly publication are provisional because of ongoing revision of information and delayed reporting.</p> <p>Case counts in these tables are presented as they were published in the MMWR issues. Therefore  numbers listed in later MMWR weeks may reflect changes made to these counts as additional information becomes available.</p> <p>âSymbols and footnotes changed in week #4  please refer to the MMWR publication for the symbols/footnotes for weeks 1  2  and 3â.</p> <p>Footnote:<br /> -: No reported cases    N: Not reportable    NA: Not available NN: Not Nationally Notifiable.  NP:  Nationally notifiable but not published.    Cum: Cumulative year-to-date counts.<br /> * Case counts for reporting year 2016 are provisional and subject to change.  Data for years 2011 through 2015 are finalized. For further information on interpretation of these data  see <a href=""http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf"">http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesS...</a>.<br /> â  This table does not include cases from the U.S. territories. Three low incidence conditions  rubella  rubella congenital  and tetanus  are in Table II to facilitate case count verification with reporting jurisdictions.<br /> Â§ Calculated by summing the incidence counts for the current week  the 2 weeks preceding the current week  and the 2 weeks following the current week  for a total of 5 preceding years.  Additional information is available at <a href=""http://wwwn.cdc.gov/nndss/document/5yearweeklyaverage.pdf"">http://wwwn.cdc.gov/nndss/document/5yearweeklyaverage.pdf</a>.<br /> Â¶ Includes both neuroinvasive and nonneuroinvasive. Updated weekly reports from the Division of Vector-Borne Diseases  National Center for Emerging and Zoonotic Infectious Diseases (ArboNET Surveillance). Data for West Nile virus are available in Table II.<br /> ** Not reportable in all reporting jurisdictions. Data from states where the condition is not reportable are excluded from this table  except for the arboviral diseases and influenza-associated pediatric mortality. Reporting exceptions are available at <a href=""http://wwwn.cdc.gov/nndss/downloads.html"">http://wwwn.cdc.gov/nndss/downloads.html</a>.<br /> â â  Office of Management and Budget approval of the NNDSS Revision #0920-0728 on January 21  2016  authorized CDC to receive data for these conditions. CDC is in the process<br /> of soliciting data for these conditions (except Zika virus  congenital infection). CDC and the U.S. states are still modifying the technical infrastructure needed to collect and transmit data for Zika virus congenital infections.<br /> Â§Â§ Jamestown Canyon virus and Lacrosse virus have replaced California serogroup diseases.<br /> Â¶Â¶ Data for Haemophilus influenzae (all ages  all serotypes) are available in Table II.<br /> ***  Please refer to the MMWR publication for weekly updates to the footnote for this condition.<br /> â â â  Please refer to the MMWR publication for weekly updates to the footnote for this condition.<br /> Â§Â§Â§ Data for meningococcal disease (all serogroups) are available in Table II.<br /> Â¶Â¶Â¶ Please refer to the MMWR publication for weekly updates to the footnote for this condition.<br /> **** Updated weekly from reports to the Division of STD Prevention  National Center for HIV/AIDS  Viral Hepatitis  STD  and TB Prevention.<br /> â â â â  Please refer to the MMWR publication for weekly updates to the footnote for this condition.<br /> Â§Â§Â§Â§ All cases reported have occurred in travelers returning from affected areas  with their sexual contacts  or infants infected in utero.</p> ",185,2016;anthrax;arboviral diseases;botulism;brucellosis;chancroid;chikungunya virus disease;cholera;crimean-congo;cyclosporiasis;diphtheria;eastern equine encephalitis virus disease;ebola;guanarito;haemophilus influenzae invasive;hansen disease;hantavirus infection;hantavirus pulmonary syndrome;hemolytic uremic syndrome;hepatitis b infection perinatal;influenza-associated pediatric mortality;jamestown canyon virus;junin;la crosse virus;lassa fever;leptospirosis;listeriosis;lujo virus;machupo;marburg fever;measles;meningococcal disease invasive;mmwr;nedss;netss;nndss;novel influenza a;plague;polio virus infection nonparalytic;poliomyelitis paralytic;postdiarrheal;powassan virus disease;psittacosis;q fever;rabies human;sabia-associated;sars-cov;smallpox;st. louis encephalitis virus disease;streptococcal toxic-shock syndrome;syphilis congenital;toxic-shock syndrome (staphylococcal);trichinellosis;tularemia;typhoid fever;vancomycin;viral hemorrhagic fever;western equine encephalitis virus disease;wonder;yellow fever
Airport Runways,ND GIS Hub,http://catalog.data.gov/dataset/airport-runways,"<p>Downloaded 10/22/07 from <a href=""http://www.bts.gov/publications/national_transportation"">http://www.bts.gov/publications/national_transportation</a><br /> _atlas_database/2007/. Queryed out ND via attributes and reprojected in ArcMap. Brian Bieber - NDDOT The Airport Runways database is a geographic dataset of runways in the United States and US territories containing information on the physical characteristics of the runways. The 5585 runways in the dataset are runways associated with the 20362 airports in the companion airport data set. This geospatial data is derived from the FAA's National Airspace System Resource Aeronautical Data Product (Effective 18 January 2007).</p> <p><strong>Constraints:</strong><br /> Acknowledgment of the Federal Aviation Administration (FAA) and the Research and Innovative Technology Administration's Bureau of Transportation Statistics (RITA/BTS) National Transportation Atlas Databases (NTAD) 2007 would be appreciated in products derived from these data. Not to be used for navigation  for informational purposes only. See <a href=""/north-dakota-disclaimer"">full disclaimer</a> for more information.</p> ",115,airport;Location;runways;transportation
PGH SNAP Census Data,Allegheny County / City of Pittsburgh / Western PA Regional Data Center,http://catalog.data.gov/dataset/pgh-snap,City of Pittsburgh census data 2010.,26,2010;PGHSNAP;Pittsburgh;census;demographics;neighborhoods;planning
Emissions & Generation Resource Integrated Database (eGRID); eGRID2012,U.S. EPA Office of Air and Radiation (OAR) - Office of Atmospheric Programs (OAP),http://catalog.data.gov/dataset/emissions-generation-resource-integrated-database-egrid-egrid2012,The Emissions & Generation Resource Integrated Database (eGRID) is a comprehensive source of data on the environmental characteristics of almost all electric power generated in the United States. These environmental characteristics include air emissions for nitrogen oxides  sulfur dioxide  carbon dioxide  methane  and nitrous oxide; emissions rates; net generation; resource mix; and many other attributes.  eGRID2012 Version 1.0 is the eighth edition of eGRID  which contains the complete release of year 2009 data  as well as year 2007  2005  and 2004 data.  For year 2009 data  all the data are contained in a single Microsoft Excel workbook  which contains boiler  generator  plant  state  power control area  eGRID subregion  NERC region  U.S. total and grid gross loss factor tabs. Full documentation  summary data  eGRID subregion and NERC region representational maps  and GHG emission factors are also released in this edition.  The fourth edition of eGRID  eGRID2002 Version 2.01  containing year 1996 through 2000 data is located on the eGRID Archive page (http://www.epa.gov/cleanenergy/energy-resources/egrid/archive.html). The current edition of eGRID and the archived edition of eGRID contain the following years of data: 1996 - 2000  2004  2005  and 2007. eGRID has no other years of data.,143,emissions & generation resource integrated database;egrid;clean energy;power generation;electricity generation;production;environment;electricity;utilities;utility;power plant;power plants;technology;technologies;global climate change;greenhouse gas;ghg;emissions;air pollution;pollutants;emissions rates;carbon dioxide;methane;nitrogen dioxide;nitrogen oxides;mercury;sulfur dioxide;natural resources;renewable energy;renewable resources;nonrenewable resources;hydro;hydropower;hydroelectricity;municipal solid waste;landfill gas;green power;coal;oil;gas;nuclear;wind;solar;biomass;geothermal;environmental impacts;egrid;emissions database;power profiler;carbon footprint;calculate emissions;co2 factors;resource mix;emission profile;chp;cogeneration;gross grid loss;co2e;equivalency calculator;environmental impacts;nerc region;egrid subregion;state policy;air quality;nerc;green power locator;u.s. epa;environmental protection agency;non-baseload;total output emission rate;system mix;displaced emissions;emission reductions;energy efficiency;environment;environment;united states;environment
Atlas of Rural and Small-Town America,Economic Research Service  Department of Agriculture,http://catalog.data.gov/dataset/atlas-of-rural-and-small-town-america,View the diversity of challenges and opportunities across America's counties within different types of rural regions and communities. Get statistics on people  jobs  and agriculture.,207,agriculture;county classifications;jobs;people
Bay Area ZIP Codes,data.sfgov.org,http://catalog.data.gov/dataset/bay-area-zip-codes,Bay Area ZIP Code Areas,79,N/A
Names from Census 2000,US Census Bureau  Department of Commerce,http://catalog.data.gov/dataset/names-from-census-2000,The files provide counts of frequently-occurring surnames in the Census 2000 returns.,734,last name;name;surname
Commercial Buildings Energy Consumption Survey,U.S. Energy Information Administration,http://catalog.data.gov/dataset/commercial-buildings-energy-consumption-survey,"The Commercial Buildings Energy Consumption Survey (CBECS) is a national sample survey that collects information on the stock of U.S. commercial buildings  their energy-related building characteristics  and their energy consumption and expenditures. Commercial buildings include all buildings in which at least half of the floorspace is used for a purpose that is not residential  industrial  or agricultural  so they include building types that might not traditionally be considered ""commercial "" such as schools  correctional institutions  and buildings used for religious worship. The CBECS was first conducted in 1979; the eighth  and most recent survey  was conducted in 2003. CBECS is currently conducted on a quadrennial basis.",52,Buildings;Commercial;Comparison;Consumption;Cooling;Energy;Equipment;Expenditures;Floorspace;Heating;Historical;Lighting;Survey;Trends
Allegheny County Fatal Accidental Overdoses,Allegheny County / City of Pittsburgh / Western PA Regional Data Center,http://catalog.data.gov/dataset/allegheny-county-fatal-accidental-overdoses,Fatal accidental overdose incidents in Allegheny County  denoting age  gender  race  drugs present  zip code of incident and zip code of residence.    Zip code of incident is where the Office of the Medical Examiner received the body  not necessarily where the overdose occurred.     Data includes closed cases only and the previous calendar year data will be updated monthly until the close of the current calendar year. For example  the 2014 resource will be updated monthly until December 2015.,43,OD;accidental;alcohol;alprazolam;cocaine;codeine;death;drugs;etl;fatal;fentanyl;heroin;opiate;opioid;overdose;oxycodone
CDC National Environmental Public Health Tracking Network (Tracking Network),Centers for Disease Control and Prevention  Department of Health &amp; Human Services,http://catalog.data.gov/dataset/cdc-national-environmental-public-health-tracking-network-tracking-network,<p>The National Environmental Public Health Tracking Network is a system of integrated health  exposure  and hazard information and data from a variety of national  state  and city sources. On the Tracking Network  you can explore information and view maps  tables  and charts about health and environment across the country.</p> ,269,air quality;asthma;birth defects;cancer;childhood cancer;community health;community water;environmental health;exposure;health effects;health outcomes;heart attack;homes;lead poisoning;tracking network;water;well water
Aviation Data and Documentation from the NTSB Accident Database System,National Transportation Safety Board,http://catalog.data.gov/dataset/aviation-data-and-documentation-from-the-ntsb-accident-database-system,Downloadable XML Format,238,aviation;safety;air carrier;fatal accidents;fatalities;airlines;passenger injuries;destroyed aircraft;aviation accident;civil aviation
Report on bees collected at selected Midwestern US Fish and Wildlife Refuges 2012 to 2013,Fish and Wildlife Service,http://catalog.data.gov/dataset/report-on-bees-collected-at-selected-midwestern-us-fish-and-wildlife-refuges-2012-to-2013,Bee conservation  broadly speaking  has four main objectives:  1) to conserve the individual species of native bees  2) to conserve the ecological services (pollination of native plants) provided by native bees  3) to  bring more native bee species into  agricultural service  and  4) to maintain the health and viability of honey bees for agricultural purposes. Three of these objectives relate directly to native habitats  and in order to  begin to address  them it is necessary to identify which bee species are present within a particular geography  and to gain a basic understanding of the span of their ecological tolerances and  abundance. Native habitats and communities offer the best starting point  for this effort because  they are reservoirs of biodiversity compared to disturbed areas  urban parks  habitat reconstructions  etc.  The project summarized in these following pages  initiated in 2012 and enabled by staff and volunteers and the US Fish and Wildlife Service  is a first step towards identifying and documenting the bee species present  on selected refuges in the Midwest  and  also provides limited data on their ecological amplitude and  abundance.        Collecting effort  in 2013 varied from refuge to refuge  as did the number of sampling sites and the intent or design of the survey at each refuge. Some refuges were interested in comparing remnants to reconstructions  others compared different native habitat types  others were simply interested in an overall survey of the refuge. The value of the data to each refuge is largely proportional to the effort expended  but even limited collecting effort provided some valuable data.,135,Floodplain;Grasslands;Inventory;Native Bees;Refuges;General: Biology | Communities and Ecosystems | Grassland/Herbaceous;General: Biology | Communities and Ecosystems | Riverine;General: Biology | Species | Invertebrates;General: Biology | Species | Pollinators
U.S. Trade Overview,International Trade Administration  Department of Commerce,http://catalog.data.gov/dataset/us-trade-overview-presentation,An overview of U.S. trade  utilizing time series data regarding national accounts  trade partners  industry  and jobs on a national  state  and metropolitan-area level.,108,U S trade;exports;imports;industry;jobs;national accounts
Safe Drinking Water Information System (SDWIS),U.S. EPA Office of Water (OW),http://catalog.data.gov/dataset/safe-drinking-water-information-system-sdwis,The Safe Drinking Water Information System (SDWIS) contains information about public water systems and their violations of EPA's drinking water regulations.,-1,sample;datafinder;environmental media topics;water;drinking water;regulatory & industrial topics;compliance & enforcement;environment;environment;united states;environment
Information and Communication Technology Survey,US Census Bureau  Department of Commerce,http://catalog.data.gov/dataset/information-and-communication-technology-survey,Provides national level estimates on both noncapitalized and capitalized spending for information and communication technology (ICT) equipment and computer software by U.S. nonfarm businesses with employees for NAICS 2-digit and selected 3-digit industries.  The Bureau of Economic Analysis (BEA)  Federal Reserve Board  Bureau of Labor Statistics and industry analysts use these data to evaluate future productivity and economic growth prospects.  In addition  the proposed survey provides improved source data significant to the BEA's investment component of gross domestic product  estimates of capital stock and capital flow  and permits the reconciliation of important differences between reported production and consumption of technology.,82,ICT;ICTS;NAICS;accommodation;administrative;agreement;agricultural;apparatus;arts;assistance;business;capitalized;care;communication;companies;computer;construction;educational;electromedical;electronic;electrotherapeutic;entertainment;equipment;expenditures;finance;fishing;food;forestry;health;information;insurance;leasing;licensing;maintenance;management;manufacturing;mining;nation;non-capitalized;operating lease;payroll;peripheral;professional;purchases;real estate;recreation;rental;rental payment;retail;scientific;services;social;software;spending;statistics;support;technical;technology;transportation;u s;utilities;warehousing;waste;wholesale
Traffic Data,City of Bloomington,http://catalog.data.gov/dataset/traffic-data,This set of raw data contains information obtained from counters of Traffic  Pedestrian  and Bicyclist. Please contact The Department of Planning and Transportation if you have any questions:  https://bloomington.in.gov/departments/planning-and-transportation    planning@bloomington.in.gov    401 N Morton St  Suite 130  Bloomington  IN 47404    Phone: (812) 349-3423  Fax: (812) 349-3520,20,Bicycle;Pedestrian;Traffic
Number of Drug and Alcohol-Related Intoxication Deaths by Place of Occurrence; 2007-2016[1][2],data.maryland.gov,http://catalog.data.gov/dataset/number-of-drug-and-alcohol-related-intoxication-deaths-by-county-of-incident-2007-2013-2ab0c,Drug and alcohol-related Intoxication death data is prepared using drug and alcohol intoxication data housed in a registry developed and maintained by the Vital Statistics Administration (VSA) of the Maryland Department of Health and Mental Hygiene (DHMH). The methodology for reporting on drug-related intoxication deaths in Maryland was developed by VSA with assistance from the DHMH Alcohol and Drug Abuse Administration  the Office of the Chief Medical Examiner (OCME) and the Maryland Poison Control Center. Assistance was also provided by authors of a 2008 Baltimore City Health Department report on intoxication deaths. Data in this table is by incident location  where the death occurred  rather than by county of residence.,660,drug;alcohol;poison;intox;death;mortality;medical examiner;vital statistics
Colleges and Universities,Wake County,http://catalog.data.gov/dataset/colleges-and-universities-73db9,Wake County college and university locations,43,Wake County;North Carolina;schools;education;college;university;education
